eventID,numPhotons,numReachedDown,numReachedUp,numPE,
1,4880,346,263,609,
3,4888,346,291,637,
4,4780,359,286,645,
5,4905,312,306,618,
6,4971,322,279,601,
7,4907,344,298,642,
9,4889,336,302,638,
10,1297,91,60,151,
11,4878,378,275,653,
12,4806,353,283,636,
14,4761,367,256,623,
15,5098,359,307,666,
16,4808,339,270,609,
17,947,86,51,137,
18,395,25,27,52,
19,171,12,4,16,
20,4931,370,266,636,
24,353,37,16,53,
25,404,33,20,53,
26,4873,397,240,637,
29,4740,375,289,664,
30,4829,388,296,684,
31,4873,379,267,646,
32,4879,372,277,649,
33,4812,327,286,613,
34,524,40,31,71,
35,4829,345,272,617,
36,4827,333,282,615,
39,52,4,5,9,
40,111,7,10,17,
41,4912,321,258,579,
42,928,60,47,107,
43,47,2,6,8,
44,754,48,41,89,
45,63,5,2,7,
46,4893,333,285,618,
47,4720,358,265,623,
48,4906,337,284,621,
49,4883,342,255,597,
50,4826,337,280,617,
54,4858,356,268,624,
55,714,54,49,103,
56,4799,312,288,600,
58,4804,383,269,652,
59,347,35,24,59,
60,4826,358,280,638,
61,260,16,17,33,
63,4819,355,312,667,
64,4832,368,280,648,
65,800,65,33,98,
67,4797,352,281,633,
68,4830,337,285,622,
69,4914,343,297,640,
70,472,27,33,60,
71,70,4,4,8,
72,4871,348,277,625,
74,4970,370,301,671,
75,289,24,17,41,
76,4967,339,291,630,
77,4828,361,276,637,
78,288,20,21,41,
80,4766,349,261,610,
81,3557,253,214,467,
84,4887,361,258,619,
85,4835,370,299,669,
87,4980,347,279,626,
88,1336,80,76,156,
89,743,63,34,97,
90,79,7,9,16,
91,4851,346,272,618,
92,4665,334,274,608,
94,4937,366,284,650,
95,3942,326,205,531,
96,4817,379,262,641,
97,991,79,52,131,
98,4878,347,286,633,
99,4916,364,298,662,
100,4689,354,292,646,
102,4942,378,283,661,
103,4836,393,256,649,
104,1110,68,51,119,
105,4890,370,293,663,
106,4748,328,275,603,
108,4838,337,292,629,
110,4934,381,283,664,
112,403,28,24,52,
113,4908,354,298,652,
114,4911,352,281,633,
117,4776,371,278,649,
119,4736,333,295,628,
120,4787,357,298,655,
121,902,53,65,118,
122,4910,300,295,595,
124,4867,326,249,575,
125,4836,349,273,622,
127,1174,73,69,142,
129,4913,355,296,651,
130,4955,335,287,622,
131,4948,373,260,633,
132,1022,63,60,123,
133,4907,372,275,647,
135,4785,335,281,616,
136,609,53,35,88,
137,4796,318,287,605,
138,1050,74,55,129,
139,4841,350,286,636,
140,375,19,21,40,
141,1361,95,89,184,
142,4959,371,277,648,
143,1312,102,75,177,
145,4827,335,294,629,
146,4816,348,285,633,
147,4725,335,284,619,
149,4873,317,257,574,
150,517,38,38,76,
151,4755,343,251,594,
152,675,51,40,91,
153,4793,339,260,599,
154,4736,348,298,646,
155,4848,353,283,636,
156,148,12,3,15,
158,4664,293,256,549,
159,4750,331,284,615,
160,1220,79,70,149,
161,4790,340,305,645,
162,4852,357,272,629,
163,927,67,45,112,
164,4843,378,277,655,
165,4959,330,280,610,
166,4749,343,285,628,
167,122,8,5,13,
168,4853,369,249,618,
170,5012,376,300,676,
171,4770,387,266,653,
173,4870,401,286,687,
176,4762,339,273,612,
177,4839,309,265,574,
178,4993,347,260,607,
179,97,5,7,12,
180,3543,262,216,478,
181,1039,83,45,128,
182,47,3,1,4,
183,4844,323,262,585,
184,564,34,28,62,
185,4754,322,279,601,
186,3557,242,210,452,
188,1145,86,79,165,
189,4887,370,265,635,
191,4887,363,269,632,
193,4902,365,261,626,
194,4770,371,282,653,
195,4898,348,258,606,
196,4908,345,256,601,
197,511,49,24,73,
199,4898,325,288,613,
200,406,31,26,57,
201,4953,367,303,670,
204,4676,317,283,600,
208,727,64,58,122,
209,79,7,9,16,
211,4890,333,268,601,
212,1415,113,70,183,
213,4976,338,263,601,
214,4811,357,258,615,
215,4870,353,269,622,
216,4877,390,246,636,
218,391,34,27,61,
220,4876,340,290,630,
221,509,36,27,63,
222,63,5,3,8,
223,4841,380,277,657,
224,34,3,1,4,
225,789,55,35,90,
226,4709,342,279,621,
228,1432,112,85,197,
229,139,9,11,20,
230,635,38,34,72,
231,4842,348,260,608,
232,4876,340,259,599,
234,4884,357,300,657,
236,915,75,53,128,
237,4691,333,276,609,
238,4770,307,293,600,
239,4885,333,288,621,
241,4782,361,255,616,
244,4881,376,268,644,
245,4905,381,294,675,
246,4729,368,282,650,
247,4853,367,293,660,
249,4930,381,267,648,
251,4837,335,277,612,
252,4920,339,275,614,
253,425,25,19,44,
255,783,60,48,108,
257,4689,368,271,639,
258,4872,367,278,645,
259,4951,339,285,624,
260,4848,327,244,571,
261,11,1,1,2,
263,4694,362,245,607,
264,4887,365,282,647,
268,4702,373,280,653,
269,551,43,32,75,
270,4626,336,258,594,
271,4899,351,299,650,
272,4870,346,252,598,
274,964,67,56,123,
275,4701,345,282,627,
277,4910,366,245,611,
278,4787,319,290,609,
279,3283,241,194,435,
280,4802,358,234,592,
281,4816,354,281,635,
282,4912,376,240,616,
283,4803,296,311,607,
284,731,60,37,97,
285,824,64,37,101,
286,4813,339,304,643,
287,4800,339,303,642,
288,263,15,15,30,
294,1159,68,61,129,
295,41,1,2,3,
296,4790,345,273,618,
298,4809,349,278,627,
299,4796,373,272,645,
300,85,10,3,13,
301,353,22,23,45,
303,4746,338,284,622,
305,4747,325,261,586,
306,4829,343,304,647,
307,4777,364,263,627,
308,4691,349,276,625,
309,1260,95,64,159,
310,4981,349,320,669,
312,4822,364,267,631,
314,4919,329,304,633,
315,4816,328,257,585,
316,1472,121,91,212,
317,4730,329,266,595,
318,4947,346,266,612,
319,4870,353,281,634,
320,3645,239,253,492,
321,1002,77,53,130,
323,4766,354,273,627,
324,972,67,54,121,
325,1199,98,63,161,
326,4731,328,255,583,
327,466,46,28,74,
329,4886,390,269,659,
330,4747,355,299,654,
331,4894,375,279,654,
332,49,2,2,4,
333,4828,349,271,620,
