eventID,eDep,
0,0,
1,0,
2,1,
3,0,
4,0,
5,1,
6,0,
7,1,
8,1,
9,1,
10,1,
11,1,
12,1,
13,1,
14,0,
15,0,
16,0,
17,0,
18,1,
19,1,
20,0,
21,0,
22,0,
23,1,
24,1,
25,0,
26,1,
27,1,
28,1,
29,1,
30,0,
31,1,
32,1,
33,0,
34,1,
35,0,
36,1,
37,1,
38,1,
39,1,
40,1,
41,0,
42,1,
43,1,
44,1,
45,1,
46,0,
47,1,
48,0,
49,1,
50,1,
51,1,
52,1,
53,1,
54,1,
55,0,
56,1,
57,1,
58,1,
59,1,
60,0,
61,1,
62,1,
63,0,
64,1,
65,1,
66,1,
67,1,
68,1,
69,1,
70,1,
71,1,
72,0,
73,1,
74,1,
75,1,
76,1,
77,0,
78,0,
79,1,
80,1,
81,1,
82,1,
83,1,
84,0,
85,1,
86,0,
87,1,
88,1,
89,0,
90,1,
91,1,
92,0,
93,1,
94,1,
95,1,
96,1,
97,0,
98,1,
99,0,
100,1,
101,0,
102,0,
103,1,
104,1,
105,1,
106,0,
107,1,
108,1,
109,1,
110,0,
111,1,
112,1,
113,1,
114,1,
115,1,
116,0,
117,1,
118,0,
119,1,
120,0,
121,1,
122,1,
123,1,
124,1,
125,1,
126,1,
127,1,
128,1,
129,1,
130,1,
131,0,
132,1,
133,1,
134,1,
135,1,
136,0,
137,1,
138,0,
139,1,
140,1,
141,1,
142,1,
143,1,
144,1,
145,1,
146,1,
147,1,
148,1,
149,1,
150,1,
151,0,
152,0,
153,1,
154,0,
155,0,
156,1,
157,1,
158,1,
159,1,
160,1,
161,1,
162,1,
163,1,
164,1,
165,1,
166,0,
167,1,
168,1,
169,1,
170,0,
171,0,
172,1,
173,0,
174,0,
175,1,
176,1,
177,1,
178,1,
179,0,
180,1,
181,1,
182,1,
183,1,
184,1,
185,1,
186,1,
187,0,
188,1,
189,1,
190,1,
191,1,
192,1,
193,0,
194,1,
195,1,
196,0,
197,1,
198,1,
199,1,
200,1,
201,0,
202,1,
203,1,
204,1,
205,1,
206,1,
207,1,
208,1,
209,0,
210,0,
211,1,
212,1,
213,1,
214,1,
215,0,
216,1,
217,1,
218,0,
219,0,
220,0,
221,1,
222,1,
223,1,
224,1,
225,1,
226,1,
227,0,
228,0,
229,1,
230,1,
231,1,
232,1,
233,1,
234,1,
235,1,
236,1,
237,1,
238,0,
239,1,
240,1,
241,1,
242,0,
243,1,
244,1,
245,1,
246,0,
247,1,
248,1,
249,1,
250,1,
251,1,
252,0,
253,1,
254,1,
255,1,
256,1,
257,1,
258,0,
259,1,
260,1,
261,1,
262,0,
263,0,
264,1,
265,0,
266,1,
267,1,
268,0,
269,1,
270,1,
271,1,
272,1,
273,0,
274,0,
275,1,
276,1,
277,1,
278,0,
279,1,
280,1,
281,1,
282,0,
283,1,
284,1,
285,1,
286,1,
287,0,
288,0,
289,0,
290,0,
291,1,
292,0,
293,0,
294,1,
295,0,
296,0,
297,0,
298,1,
299,0,
300,0,
301,0,
302,1,
303,0,
304,1,
305,1,
306,0,
307,1,
308,1,
309,0,
310,1,
311,1,
312,1,
313,1,
314,1,
315,1,
316,1,
317,0,
318,1,
319,0,
320,0,
321,1,
322,1,
323,1,
324,0,
325,0,
326,1,
327,1,
328,1,
329,0,
330,1,
331,1,
332,1,
333,1,
334,0,
335,1,
336,1,
337,0,
338,1,
339,1,
340,1,
341,1,
342,1,
343,1,
344,0,
345,1,
346,1,
347,0,
348,1,
349,1,
350,1,
351,1,
352,1,
353,1,
354,1,
355,1,
356,1,
357,0,
358,1,
359,1,
360,1,
361,1,
362,0,
363,1,
364,1,
365,1,
366,0,
367,1,
368,1,
369,1,
370,1,
371,1,
372,1,
373,1,
374,1,
375,1,
376,1,
377,1,
378,1,
379,1,
380,1,
381,0,
382,1,
383,1,
384,1,
385,1,
386,1,
387,0,
388,1,
389,1,
390,0,
391,0,
392,1,
393,0,
394,1,
395,1,
396,1,
397,1,
398,1,
399,1,
400,1,
401,1,
402,1,
403,1,
404,1,
405,1,
406,0,
407,1,
408,1,
409,1,
410,1,
411,1,
412,1,
413,0,
414,1,
415,0,
416,0,
417,1,
418,1,
419,1,
420,1,
421,1,
422,1,
423,1,
424,1,
