eventID,eDep,
0,0,
1,0,
2,1,
3,1,
4,1,
5,1,
6,1,
7,1,
8,1,
9,0,
10,1,
11,1,
12,0,
13,1,
14,1,
15,1,
16,1,
17,0,
18,1,
19,1,
20,0,
21,1,
22,0,
23,0,
24,1,
25,1,
26,1,
27,0,
28,1,
29,1,
30,0,
31,1,
32,1,
33,1,
34,0,
35,0,
36,1,
37,0,
38,1,
39,0,
40,1,
41,1,
42,0,
43,0,
44,1,
45,1,
46,0,
47,0,
48,0,
49,1,
50,1,
51,1,
52,1,
53,0,
54,1,
55,1,
56,0,
57,1,
58,1,
59,1,
60,1,
61,1,
62,1,
63,1,
64,1,
65,0,
66,1,
67,1,
68,1,
69,1,
70,1,
71,1,
72,0,
73,1,
74,1,
75,1,
76,0,
77,0,
78,0,
79,1,
80,0,
81,1,
82,1,
83,1,
84,1,
85,0,
86,0,
87,1,
88,1,
89,1,
90,1,
91,1,
92,0,
93,1,
94,1,
95,1,
96,0,
97,1,
98,0,
99,1,
100,0,
101,0,
102,1,
103,1,
104,1,
105,0,
106,1,
107,1,
108,1,
109,1,
110,1,
111,1,
112,0,
113,1,
114,1,
115,0,
116,1,
117,0,
118,0,
119,0,
120,1,
121,0,
122,0,
123,1,
124,1,
125,0,
126,0,
127,1,
128,0,
129,1,
130,1,
131,1,
132,1,
133,1,
134,1,
135,1,
136,1,
137,1,
138,1,
139,1,
140,1,
141,0,
142,1,
143,0,
144,1,
145,0,
146,0,
147,1,
148,1,
149,1,
150,1,
151,1,
152,1,
153,1,
154,1,
155,1,
156,0,
157,1,
158,1,
159,1,
160,0,
161,0,
162,0,
163,1,
164,1,
165,1,
166,0,
167,1,
168,1,
169,1,
170,0,
171,1,
172,1,
173,1,
174,0,
175,0,
176,0,
177,1,
178,0,
179,1,
180,1,
181,1,
182,1,
183,1,
184,1,
185,1,
186,0,
187,1,
188,1,
189,1,
190,1,
191,1,
192,1,
193,1,
194,0,
195,1,
196,1,
197,1,
198,1,
199,1,
200,1,
201,1,
202,0,
203,1,
204,1,
205,0,
206,0,
207,0,
208,0,
209,1,
210,0,
211,1,
212,1,
213,0,
214,0,
215,1,
216,1,
217,1,
218,1,
219,1,
220,1,
221,1,
222,0,
223,1,
224,1,
225,1,
226,1,
227,1,
228,0,
229,0,
230,1,
231,1,
232,1,
233,1,
234,0,
235,0,
236,1,
237,0,
238,1,
239,1,
240,1,
241,1,
242,1,
243,0,
244,1,
245,1,
246,1,
247,1,
248,1,
249,1,
250,1,
251,0,
252,0,
253,0,
254,1,
255,1,
256,0,
257,1,
258,1,
259,1,
260,1,
261,1,
262,1,
263,0,
264,1,
265,1,
266,1,
267,1,
268,0,
269,1,
270,0,
271,1,
272,1,
273,1,
274,1,
275,0,
276,1,
277,0,
278,1,
279,1,
280,0,
281,1,
282,1,
283,1,
284,1,
285,1,
286,1,
287,1,
288,1,
289,1,
290,1,
291,0,
292,1,
293,1,
294,0,
295,1,
296,0,
297,1,
298,1,
299,0,
300,1,
301,0,
302,1,
303,1,
304,1,
305,1,
306,1,
307,1,
308,0,
309,1,
310,0,
311,1,
312,0,
313,0,
314,1,
315,1,
316,0,
317,1,
318,1,
319,1,
320,1,
321,0,
322,1,
323,1,
324,1,
325,0,
326,1,
327,1,
328,0,
329,1,
330,1,
331,1,
332,0,
333,0,
334,1,
335,1,
336,1,
337,1,
338,0,
339,1,
340,1,
341,1,
342,1,
343,1,
344,1,
345,1,
346,1,
347,0,
348,1,
349,0,
350,0,
351,1,
352,1,
353,1,
354,1,
355,0,
356,1,
357,1,
358,0,
359,0,
360,1,
361,1,
362,1,
363,0,
364,0,
365,0,
366,1,
367,1,
368,1,
369,1,
370,1,
371,0,
372,1,
373,0,
374,1,
375,1,
376,1,
377,1,
378,1,
379,1,
380,0,
381,1,
382,1,
383,1,
384,0,
385,1,
386,1,
387,1,
388,1,
389,1,
390,1,
391,1,
392,0,
393,1,
394,1,
395,0,
396,1,
397,1,
398,1,
399,1,
400,1,
401,1,
402,1,
403,1,
404,1,
405,0,
406,0,
407,1,
408,1,
409,1,
410,1,
411,1,
412,1,
413,0,
414,1,
415,1,
416,0,
417,1,
418,1,
419,1,
420,1,
421,1,
422,0,
423,0,
424,0,
