eventID,eDep,
0,0,
1,1,
2,0,
3,0,
4,1,
5,0,
6,1,
7,0,
8,1,
9,1,
10,1,
11,0,
12,0,
13,1,
14,1,
15,0,
16,0,
17,0,
18,1,
19,1,
20,0,
21,1,
22,1,
23,1,
24,0,
25,1,
26,0,
27,1,
28,1,
29,1,
30,1,
31,1,
32,0,
33,0,
34,0,
35,0,
36,0,
37,1,
38,1,
39,1,
40,1,
41,0,
42,1,
43,1,
44,1,
45,1,
46,1,
47,1,
48,1,
49,1,
50,1,
51,1,
52,1,
53,1,
54,1,
55,1,
56,1,
57,1,
58,1,
59,1,
60,1,
61,0,
62,1,
63,1,
64,0,
65,1,
66,0,
67,1,
68,0,
69,1,
70,0,
71,1,
72,0,
73,0,
74,0,
75,0,
76,0,
77,1,
78,0,
79,0,
80,1,
81,1,
82,0,
83,0,
84,1,
85,0,
86,1,
87,1,
88,1,
89,1,
90,1,
91,1,
92,0,
93,1,
94,1,
95,1,
96,1,
97,1,
98,1,
99,0,
100,0,
101,0,
102,0,
103,0,
104,0,
105,1,
106,0,
107,0,
108,1,
109,1,
110,1,
111,1,
112,1,
113,0,
114,1,
115,0,
116,1,
117,0,
118,1,
119,1,
120,1,
121,0,
122,1,
123,0,
124,0,
125,0,
126,1,
127,1,
128,1,
129,1,
130,1,
131,1,
132,0,
133,1,
134,1,
135,1,
136,0,
137,0,
138,1,
139,1,
140,1,
141,0,
142,1,
143,0,
144,1,
145,1,
146,1,
147,0,
148,1,
149,0,
150,1,
151,0,
152,1,
153,1,
154,1,
155,0,
156,0,
157,0,
158,1,
159,0,
160,0,
161,0,
162,1,
163,1,
164,1,
165,1,
166,1,
167,0,
168,0,
169,0,
170,1,
171,1,
172,0,
173,0,
174,0,
175,1,
176,0,
177,0,
178,0,
179,0,
180,0,
181,1,
182,0,
183,0,
184,1,
185,0,
186,0,
187,1,
188,1,
189,0,
190,0,
191,1,
192,0,
193,1,
194,1,
195,1,
196,1,
197,1,
198,1,
199,0,
200,1,
201,0,
202,1,
203,0,
204,1,
205,1,
206,0,
207,1,
208,1,
209,1,
210,0,
211,0,
212,1,
213,1,
214,1,
215,1,
216,0,
217,0,
218,1,
219,0,
220,1,
221,0,
222,1,
223,1,
224,1,
225,1,
226,1,
227,1,
228,1,
229,1,
230,1,
231,0,
232,0,
233,0,
234,1,
235,0,
236,0,
237,0,
238,1,
239,0,
240,1,
241,0,
242,1,
243,1,
244,1,
245,1,
246,1,
247,0,
248,0,
249,1,
250,0,
251,1,
252,0,
253,0,
254,1,
255,1,
256,1,
257,0,
258,1,
259,1,
260,0,
261,0,
262,0,
263,0,
264,1,
265,1,
266,0,
267,0,
268,1,
269,0,
270,1,
271,0,
272,1,
273,1,
274,0,
275,1,
276,1,
277,1,
278,1,
279,1,
280,1,
281,0,
282,1,
283,1,
284,1,
285,1,
286,1,
287,1,
288,1,
289,1,
290,1,
291,1,
292,0,
293,0,
294,1,
295,1,
296,0,
297,0,
298,0,
299,1,
300,1,
301,1,
302,0,
303,0,
304,1,
305,0,
306,1,
307,0,
308,1,
309,1,
310,1,
311,1,
312,1,
313,1,
314,1,
315,1,
316,0,
317,0,
318,0,
319,0,
320,0,
321,1,
322,1,
323,0,
324,1,
325,1,
326,1,
327,1,
328,0,
329,1,
330,1,
331,1,
332,1,
333,1,
334,0,
335,1,
336,1,
337,0,
338,0,
339,1,
340,1,
341,0,
342,0,
343,1,
344,0,
345,1,
346,1,
347,0,
348,1,
349,0,
350,1,
351,1,
352,0,
353,1,
354,0,
355,0,
356,1,
357,0,
358,0,
359,1,
360,1,
361,1,
362,1,
363,1,
364,1,
365,0,
366,0,
367,0,
368,0,
369,0,
370,1,
371,1,
372,1,
373,1,
374,1,
375,0,
376,1,
377,0,
378,1,
379,1,
380,0,
381,1,
382,1,
383,0,
384,0,
385,1,
386,0,
387,1,
388,1,
389,1,
390,1,
391,0,
392,1,
393,1,
394,0,
395,0,
396,1,
397,1,
398,1,
399,0,
400,1,
401,1,
402,1,
403,1,
404,1,
405,0,
406,0,
407,1,
408,0,
409,0,
410,1,
411,1,
412,0,
413,1,
414,0,
415,1,
416,0,
417,1,
418,1,
419,0,
420,1,
421,0,
422,1,
423,0,
424,0,
425,1,
426,0,
427,1,
428,0,
429,1,
430,1,
431,0,
432,0,
433,1,
434,1,
435,1,
436,1,
437,1,
438,1,
439,1,
440,1,
441,0,
442,1,
443,1,
444,1,
445,0,
446,1,
447,1,
448,0,
449,0,
450,1,
451,0,
452,0,
453,0,
454,1,
455,1,
456,1,
457,0,
458,1,
459,1,
460,0,
461,0,
462,1,
463,0,
464,0,
465,1,
466,0,
467,0,
468,1,
469,1,
470,1,
471,1,
472,1,
473,0,
474,1,
475,1,
476,1,
477,0,
478,0,
479,1,
480,1,
481,0,
482,1,
483,1,
484,1,
485,1,
486,0,
487,0,
488,1,
489,1,
490,0,
491,1,
492,0,
493,1,
494,1,
495,1,
496,1,
497,1,
498,1,
499,1,
500,1,
501,1,
502,1,
503,1,
504,1,
505,1,
506,0,
507,0,
508,0,
509,0,
510,1,
511,1,
512,1,
513,0,
514,1,
515,1,
516,0,
517,0,
518,1,
519,1,
520,0,
521,1,
522,0,
523,1,
524,0,
525,0,
526,1,
527,1,
528,0,
529,1,
530,1,
531,1,
532,0,
533,1,
534,1,
535,1,
536,1,
537,1,
538,1,
539,1,
540,1,
541,1,
542,0,
543,1,
544,1,
545,1,
546,1,
547,0,
548,1,
549,0,
550,1,
551,1,
552,1,
553,1,
554,1,
555,1,
556,1,
557,1,
558,1,
559,1,
560,1,
561,1,
562,0,
563,1,
564,1,
565,0,
566,0,
567,0,
568,1,
569,1,
570,1,
571,0,
572,0,
573,1,
574,1,
575,0,
576,1,
577,0,
578,1,
579,1,
580,1,
581,1,
582,1,
583,0,
584,1,
585,1,
586,0,
587,0,
588,0,
589,1,
590,0,
591,0,
592,0,
593,0,
594,1,
595,0,
596,1,
597,1,
598,1,
599,1,
600,1,
601,1,
602,0,
603,0,
604,0,
605,1,
606,1,
607,1,
608,1,
609,0,
610,0,
611,0,
612,0,
613,1,
614,1,
615,1,
616,0,
617,1,
618,1,
619,1,
620,1,
621,0,
622,1,
623,1,
624,0,
625,1,
626,0,
627,0,
628,1,
629,1,
630,0,
631,0,
632,1,
633,0,
634,1,
635,1,
636,1,
637,1,
638,1,
639,1,
640,0,
641,1,
642,1,
643,1,
644,1,
645,1,
646,0,
647,0,
648,1,
649,1,
650,1,
651,1,
652,1,
653,1,
654,1,
655,0,
656,1,
657,1,
658,0,
659,0,
660,1,
661,0,
662,0,
663,1,
664,0,
665,0,
666,1,
667,1,
668,1,
669,1,
670,1,
671,1,
672,1,
673,1,
674,0,
675,1,
676,1,
677,0,
678,1,
679,0,
680,0,
681,0,
682,1,
683,0,
684,0,
685,0,
686,1,
687,0,
688,1,
689,1,
690,1,
691,0,
692,1,
693,0,
694,1,
695,0,
696,1,
697,1,
698,0,
699,1,
700,1,
701,1,
702,1,
703,0,
704,0,
705,1,
706,1,
707,0,
708,1,
709,0,
710,1,
711,0,
712,0,
713,0,
714,1,
715,1,
716,1,
717,0,
718,0,
719,1,
720,0,
721,0,
722,1,
723,0,
724,1,
725,1,
726,1,
727,1,
728,1,
729,1,
730,1,
731,0,
732,1,
733,1,
734,1,
735,0,
736,0,
737,1,
738,1,
739,1,
740,0,
741,1,
742,0,
743,1,
744,1,
745,0,
746,1,
747,1,
748,1,
749,0,
750,1,
751,1,
752,1,
753,1,
754,1,
755,0,
756,0,
757,0,
758,1,
759,1,
760,1,
761,0,
762,0,
763,0,
764,1,
765,1,
766,1,
767,0,
768,0,
769,0,
770,1,
771,0,
772,1,
773,1,
774,1,
775,1,
776,1,
777,1,
778,1,
779,0,
780,1,
781,0,
782,1,
783,1,
784,0,
785,0,
786,0,
787,1,
788,1,
789,0,
790,1,
791,1,
792,0,
793,1,
794,1,
795,1,
796,0,
797,0,
798,1,
799,1,
800,0,
801,1,
802,1,
803,0,
804,0,
805,1,
806,1,
807,1,
808,1,
809,1,
810,1,
811,0,
812,1,
813,0,
814,1,
815,0,
816,1,
817,1,
818,1,
819,0,
820,1,
821,1,
822,0,
823,1,
824,1,
825,1,
826,0,
827,0,
828,0,
829,1,
830,1,
831,1,
832,0,
833,0,
834,1,
835,0,
836,1,
837,1,
838,1,
839,0,
840,0,
841,0,
842,0,
843,0,
844,1,
845,1,
846,0,
847,0,
848,1,
849,1,
850,1,
851,1,
852,1,
853,1,
854,0,
855,1,
856,0,
857,1,
858,0,
859,1,
